Shrt_Desc	Calories
"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,ALL GRD, RAW"	1766
"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,CHOIC,RAW"	1756
"BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,RAW"	1765
"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW"	3008
"BEEF,PLATE,INSIDE SKIRT STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD"	174
"BEEF,PLATE,OUTSIDE SKIRT STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD"	198
"BEEF, CHUCK, SHORT RIBS, BNL, 0"" FAT, CHOICE, CKED, BR"	680
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,SEL,CKD,BRSD"	706
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,ALL GRDS,CKD,BRSD"	694
"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,SEL,RAW"	812
"BF,LOIN,BTTM SIRLOIN BUTT,TRI-TIP,LN,0"" FAT,ALL GRD,CKD,RSTD"	155
"BEEF,BTTM SIRLOIN,TRI-TIP STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD"	213
"ALCOHOLIC BEV,BEER,REG,ALL"	153
"ALCOHOLIC BEV,BEER,REG,BUDWEISER"	12
"ALCOHOLIC BEV,BEER,LT,BUDWEISER SEL"	8
"ALCOHOLIC BEV,BEER,LT"	9
"ALCOHOLIC BEV,BEER,LT,BUD LT"	9
"ALCOHOLIC BEV,DAIQUIRI,CND"	38
"ALCOHOLIC BEV,DAIQUIRI,PREPARED-FROM-RECIPE"	56
"ALCOHOLIC BEV,BEER,LT,MICHELOB ULTRA"	8
"ALCOHOLIC BEV,PINA COLADA,CND"	77
"ALCOHOLIC BEV,PINA COLADA,PREPARED-FROM-RECIPE"	55
"ALCOHOLIC BEV,TEQUILA SUNRISE,CND"	34
"WHISKEY SOUR MIX,PDR"	65
"ALCOHOLIC BEV,WHISKEY SOUR,PREP W/ H2O,WHISKEY & PDR MIX"	48
"ALCOHOLIC BEV,WHISKEY SOUR,CND"	37
"WHISKEY SOUR MIX,BTLD"	28
"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14028"	47
"ALCOHOLIC BEV,CREME DE MENTHE,72 PROOF"	125
"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 80 PROOF"	64
"ALCOHOLIC BEV,DISTILLED,GIN,90 PROOF"	73
"ALCOHOLIC BEV,DISTILLED,RUM,80 PROOF"	64
"ALCOHOLIC BEV,DISTILLED,VODKA,80 PROOF"	64
"ALCOHOLIC BEV,DISTILLED,WHISKEY,86 PROOF"	70
"ALCOHOLIC BEV,WINE,DSSRT,SWT"	47
"ALCOHOLIC BEV,WINE,TABLE,ALL"	123
"V8 SPLASH SMOOTHIES,PEACH MANGO"	91
"V8 SPLASH SMOOTHIES,STRAWBERRY BANANA"	91
"V8 SPLASH SMOOTHIES,TROPICAL COLADA"	101
"ALCOHOLIC BEV,WINE,TABLE,RED"	25
"ALCOHOLIC BEV,WINE,TABLE,RED,CABERNET SAUVIGNON"	24
"ALCOHOLIC BEV,WINE,TABLE,RED,CABERNET FRANC"	24
"ALCOHOLIC BEV,WINE,TABLE,RED,PINOT NOIR"	24
"ALCOHOLIC BEV,WINE,TABLE,RED,SYRAH"	24
"ALCOHOLIC BEV,WINE,TABLE,RED,BARBERA"	25
"ALCOHOLIC BEV,WINE,TABLE,RED,ZINFANDEL"	26
"ALCOHOLIC BEV,WINE,TABLE,RED,PETITE SIRAH"	25
"ALCOHOLIC BEV,WINE,TABLE,RED,CLARET"	24
"ALCOHOLIC BEV,WINE,TABLE,WHITE"	24
"ALCOHOLIC BEV,WINE,TABLE,RED,LEMBERGER"	24
"ALCOHOLIC BEV,WINE,TABLE,RED,SANGIOVESE"	25
"ALCOHOLIC BEV,WINE,TABLE,RED,CARIGNANE"	22
"ALCOHOLIC BEV,WINE,TABLE,WHITE,PINOT GRIS (GRIGIO)"	24
"BEEF BROTH&TOMATO JUC,CND"	11
"ALCOHOLIC BEV,WINE,TABLE,WHITE,CHENIN BLANC"	24
"ALCOHOLIC BEV,WINE,TABLE,WHITE,FUME BLANC"	24
"MIXED VEG & FRUIT JUC DRK,W/ ADDED NUTR"	72
"ALCOHOLIC BEV,WINE,TABLE,WHITE,MULLER THURGAU"	22
"CARBONATED BEV,CLUB SODA"	0
"ALCOHOLIC BEV,WINE,TABLE,WHITE,GEWURZTRAMINER"	24
"ALCOHOLIC BEV,WINE,TABLE,WHITE,LATE HARVEST,GEWURZTRAMINER"	33
"ALCOHOLIC BEV,WINE,TABLE,WHITE,SEMILLON"	24
"CARBONATED BEV,CRM SODA"	16
"ALCOHOLIC BEV,WINE,TABLE,WHITE,RIESLING"	24
"ALCOHOLIC BEV,WINE,TABLE,WHITE,SAUVIGNON BLANC"	24
"ALCOHOLIC BEV,WINE,TABLE,WHITE,LATE HARVEST"	34
"CARBONATED BEV,GINGER ALE"	10
"TEA,RTD,NESTLE,COOL NESTEA ICE TEA LEMON FLAVOR"	11
"ALCOHOLIC BEV,WINE,TABLE,WHITE,PINOT BLANC"	24
"ALCOHOLIC BEV,WINE,TABLE,WHITE,MUSCAT"	25
"CARBONATED BEV,GRAPE SODA"	13
"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE"	0
"CARBONATED BEV,LEMON-LIME SODA,CONTAINS CAFFEINE"	13
"CARBONATED BEV,SPRITE,LEMON-LIME,WO/ CAFFEINE"	12
"CARBONATED BEV,LO CAL,COLA OR PEPPR-TYPE,W/ ASPRT,WO/ CAFFEN"	0
"CARBONATED BEV,COLA,WO/CAFFEINE"	13
"CARBONATED BEV,COLA,W/HIGHER CAFFEINE"	13
"CARBONATED BEV,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS"	6
"CARBONATED BEV,ORANGE"	15
"CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF"	0
"ALCOHOLIC BEV,WINE,TABLE,RED,BURGUNDY"	25
"CARBONATED BEV,PEPPER-TYPE,CONTAINS CAFFEINE"	13
"ENGY DRK,RED BULL,W/ ADD CAFFEINE,NIACIN,PANTO,VIT B6 & B12"	116
"CARBONATED BEV,TONIC H2O"	10
"ENG DRK,RED BULL,SGR FR,W/ADD CAFF,NIACIN,PANTO,VIT B6 & B12"	13
"CARBONATED BEV,ROOT BEER"	13
"ALCOHOLIC BEV,WINE,TABLE,RED,GAMAY"	23
"ALCOHOLIC BEV,WINE,TABLE,RED,MOUVEDRE"	26
"ALCOHOLIC BEV,WINE,TABLE,WHITE,CHARDONNAY"	25
"CARBONATED BEV,LO CAL,COLA OR PEPR,W/ NA SACC,CONTAINS CAFFN"	0
"CAROB-FLAVOR BEV MIX,PDR"	45
"CAROB-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK"	192
"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,WO/ ADDED NUTR"	89
"CHOCOLATE-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK"	226
CHOCOLATE SYRUP	109
"CHOCOLATE SYRUP,PREP W/ WHL MILK"	254
"CLAM&TOMATO JUC,CND"	14
"COCOA MIX,PDR"	111
"COCOA MIX,PDR,PREP W/ H2O"	113
"COCOA MIX,NESTLE,HOT COCOA MIX RICH CHOC W/ MARSHMALLOWS"	80
"COCOA MIX,NO SUGAR ADDED,PDR"	72
"COCOA MIX,NESTLE,RICH CHOC HOT COCOA MIX"	80
"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED"	0
"COFFEE,BREWED,ESPRESSO,REST-PREP,DECAFFEINATED"	3
"COFFEE,INST,REG,PDR,HALF THE CAFFEINE"	4
"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED"	28
"COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O"	2
"COFFEE,BREWED,ESPRESSO,REST-PREP"	3
"COFFEE,INST,REG,PDR"	4
"COFFEE,INST,REG,PREP W/H2O"	4
"COFFEE,INST,DECAFFEINATED,PDR"	6
"COFFEE,INST,DECAFFEINATED,PDR,PREP W/H2O"	4
"COFFEE,INST,W/CHICORY,PDR"	6
"COFFEE,INST,W/ CHICORY,PREP W/ H2O"	5
"COFFEE,INST,W/SUGAR,MOCHA-FLAVOR,PDR"	60
"COFFEE,INST,W/SUGAR,CAPPUCCINO-FLAVOR PDR"	53
"COFFEE,INST,W/SUGAR,FRENCH-FLAVOR,PDR"	63
"COFFEE SUB,CRL GRAIN BEV,PDR"	11
"COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O"	11
"CRANBERRY-APPLE JUC DRK,BTLD"	154
"CRANBERRY-APRICOT JUC DRK,BTLD"	157
"CRANBERRY-GRAPE JUC DRK,BTLD"	137
"CRANBERRY JUC COCKTAIL,BTLD"	137
"CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR"	45
"EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK"	258
"CITRUS FRUIT JUC DRK,FRZ CONC"	57
"CITRUS FRUIT JUC DRK,FRZ CONC,PREP W/H2O"	114
"FRUIT PUNCH DRK,WO/ ADDED NUTR,CND"	101
"FRUIT PUNCH DRK,W/ ADDED NUTR,CND"	117
"FRUIT PUNCH DRK,FRZ CONC"	56
"FRUIT PUNCH DRK,FRZ CONC,PREP W/H2O"	114
"GRAPE DRINK,CANNED"	153
"GRAPE JUICE DRINK,CANNED"	143
"LEMONADE,POWDER"	68
"LEMONADE,PDR,PREP W/H2O"	37
"LEMONADE,LO CAL,W/ NON-NUTRITIVE SWTNR,PDR"	7
"LEMONADE,LO CAL,W/ NON-NUTRITIVE SWTNR,PDR,PREP W/ H2O"	7
"LEMONADE,FRZ CONC,WHITE"	72
"LEMONADE,FRZ CONC,WHITE,PREP W/H2O"	99
"LEMONADE-FLAVOR DRK,PDR"	68
"LEMONADE-FLAVOR DRK,PDR,PREP W/H2O"	69
"LIMEADE,FRZ CONC,PREP W/H2O"	128
"MALT BEV,INCL NON-ALCOHOLIC BEER"	88
"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR"	81
"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR,PREP W/ WHL MILK"	228
"MALTED DRK MIX,NAT,PDR"	90
"MALTED DRK MIX,NAT,PDR,PREP W/ WHL MILK"	233
"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR"	303
"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK"	231
"MALTED DRK MIX,CHOC,PDR"	86
"MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK"	225
"ORANGE DRK,CND,W/ ADDED VIT C"	122
"ORANGE&APRICOT JUC DRK,CND"	128
"PINEAPPLE&GRAPEFRUIT JUC DRK,CND"	118
"PINEAPPLE&ORANGE JUC DRK,CND"	125
"SHAKE,FAST FOOD,CHOCOLATE"	30
"SHAKE,FAST FOOD,VANILLA"	246
"STRAWBERRY-FLAVOR BEV MIX,PDR"	86
"STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK"	234
"TEA,BLACK,BREWED,PREP W/ TAP H2O,DECAFFEINATED"	0
"TEA,INST,UNSWTND,PDR,DECAFFEINATED"	2
"TEA,BLACK,BREWED,PREP W/ TAP H2O"	2
"TEA,INST,SWTND W/ NON-NUTRSWTNR,LEMON-FLAVOR,PDR,DECAFFE"	5
"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED"	730
"TEA,INST,UNSWTND,PDR"	2
"TEA,INST,UNSWTND,PDR,PREP"	2
"TEA,INST,UNSWTND,LEMON-FLAVORED,PDR"	5
"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR"	730
"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR,PREP"	91
"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PDR"	5
"TEA,INST,SWTND W/ NON-NUTRITIVE SWTNR,LEMON-FLAVORED,PREP"	5
"TEA,HERB,OTHER THAN CHAMOMILE,BREWED"	0
"SPORTS DRK,FRUIT-FLAVORED,LO CAL,RTD"	26
"WATER,BTLD,PERRIER"	0
"WATER,BTLD,POLAND SPRING"	0
"COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O"	56
"CARBONATED BEV,COLA,CONTAINS CAFFEINE"	11
"FRUIT PUNCH JUC DRK,FRZ CONC"	62
"FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O"	98
"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR"	100
"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR,PREP W/ H2O"	99
"ORANGE-FLAVOR DRK,BRKFST TYPE,LO CAL,PDR"	5
"WATER,TAP,DRINKING"	0
"WATER,TAP,WELL"	0
"ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF"	113
"ALCOHOLIC BEV,LIQUEUR,COFFEE W/CRM,34 PROOF"	102
"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF"	1
"COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK"	120
"DAIRY DRK MIX,CHOC,RED CAL,W/ LOW-CALORIE SWEETENERS,PDR"	69
"DAIRY DRK MIX,CHOC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE"	70
"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC"	61
"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O"	122
"ORANGE DRK,BRKFST TYPE,W/ JUC & PULP,FRZ CONC"	56
"ORANGE DRK,BRKFST TYPE,W/JUC&PULP,FRZ CONC,PREP W/H2O"	113
"SHAKE,FAST FD,STRAWBERRY"	27
"WATER,TAP,MUNICIPAL"	0
"CRANBERRY JUC COCKTAIL,FRZ CONC"	73
"CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O"	111
"WATER,BTLD,NON-CARBONATED,DANNON"	0
"WATER,BTLD,NON-CARBONATED,PEPSI,AQUAFINA"	0
"WATER,BTLD,NON-CARBONATED,DASANI"	0
"ORANGE BRKFST DRK,RTD,W/ ADDED NUTR"	17
"WATER,BTLD,NON-CARBONATED,CALISTOGA"	0
"WATER,BTLD,NON-CARBONATED,CRYSTAL GEYSER"	0
"WATER,BTLD,NON-CARBONATED,NAYA"	0
"WATER,BTLD,NON-CARBONATED,DANNON FLUORIDE TO GO"	0
"DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR"	803
"SPORTS DRK,PEPSICO QUAKER GATORADE,ORIGINAL,FRUIT-FLAVD,RTD"	8
"SPORTS DRK,COCA-COLA,POWERADE,LEMON-LIME FLAV,RTD"	10
"QUAKER OATS,PROPEL FITNESS H2O,FRUIT-FLAVORED,NON-CARBONATED"	2
"TEA,RTD,ARIZONA ICED TEA,W/ LEMON FLAVOR"	12
"TEA,RTD,LIPTON BRISK ICED TEA,W/ LEMON FLAVOR"	11
"WHISKEY SOUR MIX,BTLD,W/ K&NA"	27
"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14530"	45
"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 94 PROOF"	76
"ALCOHOLIC BEV,DISTILLED,ALL 100 PROOF"	82
"ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF"	107
"ALCOHOLIC BEV,WINE,DSSRT,DRY"	45
"CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF"	0
"COCOA MIX,W/ ASPT,LO CAL,PDR,W/ ADD CA P,WO/ ADD NA OR VIT A"	54
"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA,PREP W/H2O"	97
"LEMONADE,FRZ CONC,PINK"	70
"LEMONADE,FRZ CONC,PINK,PREP W/H2O"	106
"TEA,BLACK,BREWED,PREP W/ DISTILLED H2O"	0
"TEA,HERB,CHAMOMILE,BREWED"	0
"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR"	701
"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 86 PROOF"	70
"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF"	73
"CARBONATED BEV,CHOCOLATE-FLAVORED SODA"	13
"WINE,NON-ALCOHOLIC"	2
"WATER,BTLD,GENERIC"	0
"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,W/ ADDED NUTR"	88
"CHOCOLATE-FLAVOR BEV MIX W/ ADDED NUTR,PREP W/ WHL MILK"	237
"WATER,BTLD,NON-CARBONATED,EVIAN"	0
"SPORTS DRK,POWERADE ZERO ION4,CALORIE-FREE,ASSORTED FLAVORS"	0
"TEA,RTD,UNSWTND,WENDY'S,FAST FD,WO/ ICE"	0
"ALCOHOLIC BEV,WINE,TABLE,RED,MERLOT"	24
"WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR"	2
"WATER W/ ADDED VITAMINS & MINERALS,SWTND, FRUIT FLAVORS"	52
"V8 SPLASH JUC DRINKS,DIET BERRY BLEND"	10
"V8 SPLASH JUC DRINKS,DIET FRUIT MEDLEY"	10
"V8 SPLASH,DIET STRAWBERRY KIWI"	10
"V8 SPLASH,DIET TROPICAL BLEND"	10
"V8 SPLASH JUC DRINKS,BERRY BLEND"	70
"V8 SPLASH JUC DRINKS,FRUIT MEDLEY"	80
"V8 SPLASH JUC,GUAVA PASSION FRUIT"	80
"V8 SPLASH JUC DRINKS,MANGO PEACH"	80
"V8 SPLASH JUC DRINKS,ORANGE PNAPPL"	70
"V8 SPLASH JUC DRINKS,ORCHARD BLEND"	80
"V8 SPLASH JUC DRINKS,STRAWBERRY BANANA"	70
"V8 SPLASH JUC DRINKS,STRAWBERRY KIWI"	70
"V8 SPLASH JUC DRINKS,TROPICAL BLEND"	70
"V8 V. FUSION JUICES,PEACH MANGO"	121
"V8 V. FUSION JUICES,STRAWBERRY BANANA"	121
"V8 V. FUSION JUICES,TROPICAL"	121
"V8 V. FUSION JUICES,ACAI BERRY"	111
"ENERGY DRK,AMP"	110
"ENERGY DRK,FULL THROTTLE"	110
"ENERGY DRK,MONSTER"	101
"ENERGY DRK,AMP,SUGAR FREE"	5
"ENERGY DRK,ROCKSTAR"	139
"ENERGY DRK,ROCKSTAR,SUGAR FREE"	10
"HORCHATA,DRY MIX,UNPREP,VAR OF BRANDS,ALL W/ MORRO SEEDS"	32
"MEAL SUPP DRK,NESTLE,SUPLIGEN,CND,PNUT FLAVOR"	395
"VEGETABLE & FRUIT JUC DRK,RED CAL,ADDED VIT C"	10
"READY-TO-DRINK RED FAT MILK,FLAV & SWTND,W/CA,VIT A & VIT D"	188
"BEVERAGES,VEG & FRUIT JUC BLEND,W/ ADDED VITAMINS A,C,E"	113
"BEVERAGES,FRUIT JUC DRK,RED SUGAR,W/ VITAMIN E ADDED"	82
"WATER,W/ CORN SYRUP AND/OR SUGAR & LO CAL SWTNR,FRUIT FLAV"	36
"BEVERAGE,HORCHATA,AS SERVED IN RESTAURANT"	0
"RICE DRK,UNSWTND,W/ ADDED CA,VITAMINS A & D"	113
"ENERGY DRK,VAULT,CITRUS FLAVOR"	121
"ENERGY DRK,VAULT ZERO,SUGAR-FREE,CITRUS FLAVOR"	2
"SPORTS DRK,GATORADE G2,LO CAL"	19
"FRUIT FLAV DRK,LESS THAN 3% JUC,NOT FORT W/ VIT C"	152
"FRUIT FLAV DRK CONTAINING LESS THAN 3% FRUIT JUC,W/ HI VIT C"	64
"FRUIT FLAV DRK,RED SUGAR,JUC,HI VIT C,ADDED CA"	70
"FRUIT JUC DRK,OVER 3% FRUIT JUC,HI VIT C & ADDED THIAMIN"	128
HIBISCUS TEA	88
"FRUIT JUC DRK,GREATER THAN 3% JUC,HI VIT C"	109
"FRUIT-FLAVORED DRK,DRY PDR,LO CAL,W/ HI VIT C"	5
"ANCHOVY,EUROPEAN,RAW"	111
"ANCHOVY,EUROPEAN,CND IN OIL,DRND SOL"	60
"BASS,FRSH H2O,MXD SP,RAW"	90
"BASS,STRIPED,RAW"	154
"BLUEFISH,RAW"	186
"BURBOT,RAW"	104
"BUTTERFISH,RAW"	47
"CARP,RAW"	277
"CARP,COOKED,DRY HEAT"	275
"CATFISH,CHANNEL,WILD,RAW"	151
"CATFISH,CHANNEL,CKD,BREADED&FRIED"	199
"CAVIAR,BLACK&RED,GRANULAR"	42
"CISCO,RAW"	77
"CISCO,SMOKED"	50
"COD,ATLANTIC,RAW"	189
"COD,ATLANTIC,CKD,DRY HEAT"	189
"COD,ATLANTIC,CND,SOL&LIQ"	328
"COD,ATLANTIC,DRIED&SALTED"	82
"COD,PACIFIC,RAW"	80
"CROAKER,ATLANTIC,RAW"	82
"CROAKER,ATLANTIC,CKD,BREADED&FRIED"	192
"CUSK,RAW"	106
"DOLPHINFISH,RAW"	173
"DRUM,FRESHWATER,RAW"	236
"EEL,MIXED SPECIES,RAW"	375
"EEL,MXD SP,CKD,DRY HEAT"	67
"FISH PORTIONS&STKS,FRZ,PREHTD"	142
"FLATFISH (FLOUNDER&SOLE SP),RAW"	20
"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT"	109
"GEFILTEFISH,COMM,SWT RECIPE"	35
"GROUPER,MIXED SPECIES,RAW"	238
"GROUPER,MXD SP,CKD,DRY HEAT"	238
"HADDOCK,RAW"	143
"HADDOCK,COOKED,DRY HEAT"	135
"HADDOCK,SMOKED"	33
"HALIBUT,ATLANTIC&PACIFIC,RAW"	186
"HALIBUT,ATLANTIC&PACIFIC,CKD,DRY HEAT"	176
"HALIBUT,GREENLAND,RAW"	379
"HERRING,ATLANTIC,RAW"	45
"HERRING,ATLANTIC,CKD,DRY HEAT"	290
"HERRING,ATLANTIC,PICKLED"	367
"HERRING,ATLANTIC,KIPPERED"	62
"HERRING,PACIFIC,RAW"	359
"LING,RAW"	168
"LINGCOD,RAW"	164
"MACKEREL,ATLANTIC,RAW"	230
"MACKEREL,ATLANTIC,CKD,DRY HEAT"	231
"MACKEREL,JACK,CND,DRND SOL"	296
"MACKEREL,KING,RAW"	208
"MACKEREL,PACIFIC&JACK,MXD SP,RAW"	356
"MACKEREL,SPANISH,RAW"	260
"MACKEREL,SPANISH,CKD,DRY HEAT"	231
"MILKFISH,RAW"	126
"MONKFISH,RAW"	65
"MULLET,STRIPED,RAW"	33
"MULLET,STRIPED,CKD,DRY HEAT"	140
"OCEAN PERCH,ATLANTIC,RAW"	22
"OCEAN PERCH,ATLANTIC,CKD,DRY HEAT"	48
"POUT,OCEAN,RAW"	139
"PERCH,MIXED SPECIES,RAW"	55
"PERCH,MXD SP,CKD,DRY HEAT"	54
"PIKE,NORTHERN,RAW"	174
"PIKE,NORTHERN,CKD,DRY HEAT"	175
"PIKE,WALLEYE,RAW"	148
"POLLOCK,ATLANTIC,RAW"	178
"FISH,POLLOCK,ALASKA,RAW"	43
"FISH,POLLOCK,ALASKA,CKD,DRY HEAT"	67
"POMPANO,FLORIDA,RAW"	46
"POMPANO,FLORIDA,CKD,DRY HEAT"	186
"ROCKFISH,PACIFIC,MXD SP,RAW"	172
"ROCKFISH,PACIFIC,MXD SP,CKD,DRY HEAT"	162
"ROE,MIXED SPECIES,RAW"	20
"ROUGHY,ORANGE,RAW"	65
"SABLEFISH,RAW"	376
"SABLEFISH,SMOKED"	73
"SALMON,ATLANTIC,WILD,RAW"	281
"SALMON,CHINOOK,SMOKED"	159
"SALMON,CHINOOK,RAW"	354
"SALMON,CHUM,RAW"	238
"FISH,SALMON,CHUM,CND,DRND SOL W/ BONE"	520
"SALMON,COHO,WILD,RAW"	289
"SALMON,COHO,WILD,CKD,MOIST HEAT"	285
"SALMON,PINK,RAW"	202
"FISH,SALMON,PINK,CND,TOTAL CAN CONTENTS"	530
"SALMON,SOCKEYE,RAW"	40
"SALMON,SOCKEYE,CKD,DRY HEAT"	262
"FISH,SALMON,SOCKEYE,CND,DRND SOL"	563
"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE"	310
"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE"	165
"SCUP,RAW"	174
"SEA BASS,MXD SP,RAW"	125
"SEA BASS,MXD SP,CKD,DRY HEAT"	125
"SEATROUT,MXD SP,RAW"	248
"SHAD,AMERICAN,RAW"	362
"SHARK,MIXED SPECIES,RAW"	111
"SHARK,MXD SP,CKD,BATTER-DIPPED&FRIED"	194
"SHEEPSHEAD,RAW"	257
"SHEEPSHEAD,CKD,DRY HEAT"	234
"SMELT,RAINBOW,RAW"	82
"SMELT,RAINBOW,CKD,DRY HEAT"	105
"SNAPPER,MIXED SPECIES,RAW"	218
"SNAPPER,MXD SP,CKD,DRY HEAT"	218
"SPOT,RAW"	79
"STURGEON,MXD SP,RAW"	89
"STURGEON,MXD SP,CKD,DRY HEAT"	184
"STURGEON,MXD SP,SMOKED"	49
"SUCKER,WHITE,RAW"	146
"SUNFISH,PUMPKIN SEED,RAW"	43
SURIMI	28
"SWORDFISH,RAW"	196
"SWORDFISH,COOKED,DRY HEAT"	182
"TILEFISH,RAW"	185
"TILEFISH,COOKED,DRY HEAT"	221
"TROUT,MIXED SPECIES,RAW"	117
"TROUT,RAINBOW,WILD,RAW"	189
"TROUT,RAINBOW,WILD,CKD,DRY HEAT"	215
"TUNA,FRESH,BLUEFIN,RAW"	122
"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT"	156
"TUNA,LT,CND IN OIL,DRND SOL"	289
"FISH,TUNA,LT,CND IN H2O,DRND SOL"	132
"TUNA,FRESH,SKIPJACK,RAW"	204
"TUNA,WHITE,CND IN OIL,DRND SOL"	331
"TUNA,WHITE,CND IN H2O,DRND SOL"	220
"TUNA,FRESH,YELLOWFIN,RAW"	31
TUNA SALAD	383
"TURBOT,EUROPEAN,RAW"	194
"WHITEFISH,MXD SP,RAW"	265
"WHITEFISH,MXD SP,SMOKED"	147
"WHITING,MIXED SPECIES,RAW"	83
"WHITING,MXD SP,CKD,DRY HEAT"	84
"WOLFFISH,ATLANTIC,RAW"	147
"YELLOWTAIL,MXD SP,RAW"	273
"CRAB,ALASKA KING,RAW"	144
"CRAB,ALASKA KING,CKD,MOIST HEAT"	130
"CRAB,ALASKA KING,IMITN,MADE FROM SURIMI"	81
"CRAB,BLUE,RAW"	74
"CRAB,BLUE,CKD,MOIST HEAT"	98
"CRAB,BLUE,CANNED"	112
"CRAB,BLUE,CRAB CAKES"	93
"CRAB,DUNGENESS,RAW"	73
"CRAB,QUEEN,RAW"	77
"CRAYFISH,MXD SP,WILD,RAW"	65
"CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT"	70
"LOBSTER,NORTHERN,RAW"	116
"LOBSTER,NORTHERN,CKD,MOIST HEAT"	129
"SHRIMP,MIXED SPECIES,RAW"	4
"SHRIMP,MXD SP,CKD,BREADED&FRIED"	206
"SHRIMP,MXD SP,CKD,MOIST HEAT"	101
"SHRIMP,MXD SP,CND"	128
"SHRIMP,MXD SP,IMITN,MADE FROM SURIMI"	86
"SPINY LOBSTER,MXD SP,RAW"	234
"ABALONE,MIXED SPECIES,RAW"	89
"ABALONE,MXD SP,CKD,FRIED"	161
"CLAM,MIXED SPECIES,RAW"	195
